Annee;Type_Offre;Code_Produit;Previ_Volume;Nb_Jours;S_debut;UB;Taux_Degradation;Magasin;VMH;Baseline_Magasin;Nb_Codes;Produit_Source;;VMH;;;;;;;;
2019;10;571;8.46;24;49;7;33;24;1061;22.45958118;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;24;1983;22.45958118;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;24;1104;22.45958118;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;24;1607;22.45958118;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;24;1412;22.45958118;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;24;1039;22.45958118;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;24;1730;22.45958118;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;24;2499;22.45958118;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;24;2387;22.45958118;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;24;983;22.45958118;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;24;950;22.45958118;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;24;2222;22.45958118;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;24;1117;22.45958118;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;24;1088;22.45958118;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;24;1093;22.45958118;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;24;2007;22.45958118;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;24;1605;22.45958118;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;24;2278;22.45958118;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;24;5254;22.45958118;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;24;4803;22.45958118;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;24;1000;22.45958118;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;24;997;22.45958118;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;24;1214;22.45958118;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;24;1000;22.45958118;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;24;1000;22.45958118;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;24;1000;22.45958118;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;24;507;22.45958118;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;24;1578;22.45958118;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;24;1231;22.45958118;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;25;1000;0;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;25;1000;0;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;25;1000;0;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;25;1000;0;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;25;1000;0;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;25;1000;0;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;25;1000;0;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;25;1000;0;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;25;1000;0;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;25;1000;0;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;25;1000;0;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;25;1000;0;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;25;1000;0;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;25;1000;0;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;25;1000;0;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;25;1000;0;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;25;1000;0;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;25;1000;0;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;25;1000;0;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;25;1000;0;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;25;1000;0;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;25;1000;0;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;25;1000;0;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;25;1000;0;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;25;1000;0;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;25;1000;0;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;25;1000;0;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;25;1000;0;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;25;1000;0;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;25;1000;0;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;26;2432;64.44294684;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;26;2916;64.44294684;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;26;3071;64.44294684;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;26;1000;64.44294684;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;26;3138;64.44294684;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;26;3489;64.44294684;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;26;3495;64.44294684;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;26;1000;64.44294684;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;26;3512;64.44294684;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;26;3420;64.44294684;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;26;3484;64.44294684;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;26;2209;64.44294684;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;26;4304;64.44294684;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;26;1441;64.44294684;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;26;2532;64.44294684;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;26;4336;64.44294684;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;26;4236;64.44294684;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;26;6962;64.44294684;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;26;4441;64.44294684;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;26;13117;64.44294684;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;26;8614;64.44294684;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;26;2147;64.44294684;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;26;2967;64.44294684;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;26;2877;64.44294684;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;26;2379;64.44294684;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;26;1534;64.44294684;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;26;1000;64.44294684;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;26;2517;64.44294684;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;26;1784;64.44294684;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;26;4574;64.44294684;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;27;2797;79.24666281;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;27;1628;79.24666281;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;27;2177;79.24666281;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;27;1513;79.24666281;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;27;2934;79.24666281;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;27;5268;79.24666281;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;27;5725;79.24666281;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;27;3436;79.24666281;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;27;3240;79.24666281;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;27;5932;79.24666281;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;27;1881;79.24666281;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;27;2075;79.24666281;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;27;4421;79.24666281;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;27;2499;79.24666281;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;27;3856;79.24666281;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;27;2786;79.24666281;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;27;2274;79.24666281;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;27;5571;79.24666281;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;27;5192;79.24666281;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;27;20409;79.24666281;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;27;15517;79.24666281;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;27;1120;79.24666281;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;27;2849;79.24666281;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;27;3675;79.24666281;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;27;1893;79.24666281;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;27;1459;79.24666281;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;27;1000;79.24666281;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;27;2409;79.24666281;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;27;4567;79.24666281;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;27;4051;79.24666281;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;28;1000;37.44916175;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;28;1973;37.44916175;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;28;1881;37.44916175;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;28;1000;37.44916175;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;28;2231;37.44916175;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;28;3089;37.44916175;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;28;2019;37.44916175;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;28;1000;37.44916175;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;28;2225;37.44916175;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;28;2960;37.44916175;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;28;1000;37.44916175;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;28;1610;37.44916175;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;28;2447;37.44916175;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;28;1555;37.44916175;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;28;1000;37.44916175;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;28;3610;37.44916175;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;28;4382;37.44916175;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;28;4707;37.44916175;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;28;4860;37.44916175;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;28;10818;37.44916175;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;28;10301;37.44916175;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;28;1925;37.44916175;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;28;2751;37.44916175;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;28;2533;37.44916175;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;28;2698;37.44916175;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;28;1000;37.44916175;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;28;1000;37.44916175;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;28;3570;37.44916175;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;28;2744;37.44916175;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;28;5332;37.44916175;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;29;2487;66.98626524;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;29;2204;66.98626524;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;29;1780;66.98626524;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;29;1016;66.98626524;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;29;2371;66.98626524;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;29;2383;66.98626524;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;29;4356;66.98626524;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;29;2143;66.98626524;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;29;2186;66.98626524;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;29;2875;66.98626524;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;29;4096;66.98626524;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;29;1653;66.98626524;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;29;2685;66.98626524;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;29;2058;66.98626524;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;29;5940;66.98626524;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;29;4657;66.98626524;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;29;4892;66.98626524;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;29;6241;66.98626524;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;29;8165;66.98626524;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;29;21291;66.98626524;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;29;24791;66.98626524;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;29;3111;66.98626524;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;29;5019;66.98626524;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;29;6071;66.98626524;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;29;2080;66.98626524;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;29;4125;66.98626524;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;29;1000;66.98626524;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;29;4880;66.98626524;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;29;3840;66.98626524;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;29;8483;66.98626524;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;30;2813;61.24638067;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;30;2247;61.24638067;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;30;2218;61.24638067;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;30;2012;61.24638067;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;30;1728;61.24638067;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;30;1979;61.24638067;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;30;2523;61.24638067;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;30;3055;61.24638067;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;30;2665;61.24638067;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;30;5474;61.24638067;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;30;2486;61.24638067;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;30;3240;61.24638067;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;30;4641;61.24638067;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;30;2593;61.24638067;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;30;3460;61.24638067;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;30;4640;61.24638067;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;30;6018;61.24638067;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;30;6222;61.24638067;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;30;7337;61.24638067;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;30;13541;61.24638067;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;30;9801;61.24638067;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;30;2990;61.24638067;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;30;2497;61.24638067;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;30;3628;61.24638067;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;30;2893;61.24638067;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;30;2199;61.24638067;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;30;1000;61.24638067;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;30;3306;61.24638067;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;30;3470;61.24638067;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;30;5087;61.24638067;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;31;1218;49.64188871;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;31;2253;49.64188871;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;31;2713;49.64188871;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;31;1000;49.64188871;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;31;3006;49.64188871;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;31;2163;49.64188871;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;31;2542;49.64188871;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;31;1000;49.64188871;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;31;1773;49.64188871;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;31;3195;49.64188871;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;31;2886;49.64188871;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;31;1872;49.64188871;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;31;4007;49.64188871;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;31;1859;49.64188871;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;31;3272;49.64188871;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;31;5103;49.64188871;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;31;3963;49.64188871;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;31;4591;49.64188871;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;31;4789;49.64188871;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;31;12429;49.64188871;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;31;6771;49.64188871;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;31;2213;49.64188871;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;31;1504;49.64188871;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;31;3905;49.64188871;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;31;1605;49.64188871;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;31;2209;49.64188871;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;31;1000;49.64188871;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;31;2967;49.64188871;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;31;2782;49.64188871;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;31;4308;49.64188871;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;32;2291;46.85801306;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;32;2061;46.85801306;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;32;1512;46.85801306;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;32;1000;46.85801306;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;32;2554;46.85801306;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;32;3974;46.85801306;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;32;2446;46.85801306;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;32;1000;46.85801306;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;32;2142;46.85801306;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;32;2995;46.85801306;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;32;1000;46.85801306;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;32;2157;46.85801306;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;32;3701;46.85801306;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;32;1537;46.85801306;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;32;1000;46.85801306;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;32;3474;46.85801306;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;32;3694;46.85801306;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;32;4248;46.85801306;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;32;4379;46.85801306;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;32;13720;46.85801306;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;32;9010;46.85801306;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;32;1168;46.85801306;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;32;2342;46.85801306;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;32;2855;46.85801306;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;32;1154;46.85801306;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;32;1000;46.85801306;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;32;1000;46.85801306;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;32;2588;46.85801306;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;32;3318;46.85801306;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;32;5477;46.85801306;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;33;1617;63.03430437;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;33;1174;63.03430437;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;33;2736;63.03430437;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;33;2615;63.03430437;30;640;;0;;;;;;;;
2019;10;591;8.46;24;49;7;33;33;3423;63.03430437;30;646;;0;;;;;;;;
2019;10;592;8.46;24;49;7;33;33;5216;63.03430437;30;638;;0;;;;;;;;
2019;10;593;8.46;24;49;7;33;33;3217;63.03430437;30;642;;0;;;;;;;;
2019;10;595;8.46;24;49;7;33;33;3688;63.03430437;30;649;;0;;;;;;;;
2019;10;596;8.46;24;49;7;33;33;1904;63.03430437;30;641;;0;;;;;;;;
2019;10;597;8.46;24;49;7;33;33;5117;63.03430437;30;635;;0;;;;;;;;
2019;11;619;13.88;24;49;9;0;33;3503;63.03430437;30;618;;0;;;;;;;;
2019;10;731;8.46;24;49;7;33;33;2472;63.03430437;30;648;;0;;;;;;;;
2019;10;732;8.46;24;49;7;33;33;6646;63.03430437;30;634;;0;;;;;;;;
2019;10;733;8.46;24;49;7;33;33;1839;63.03430437;30;643;;0;;;;;;;;
2019;11;2922;13.88;24;49;9;0;33;3672;63.03430437;30;2921;;0;;;;;;;;
2019;11;2910;13.88;24;49;9;0;33;4614;63.03430437;30;2909;;0;;;;;;;;
2019;11;2917;13.88;24;49;9;0;33;6115;63.03430437;30;2916;;0;;;;;;;;
2019;11;2918;13.88;24;49;9;0;33;5480;63.03430437;30;2866;;0;;;;;;;;
2019;11;2906;13.88;24;49;9;0;33;7885;63.03430437;30;2905;;0;;;;;;;;
2019;11;2925;13.88;24;49;9;0;33;17021;63.03430437;30;2924;;0;;;;;;;;
2019;11;2912;13.88;24;49;9;0;33;11370;63.03430437;30;2911;;0;;;;;;;;
2019;11;2856;3;24;49;9;0;33;2044;63.03430437;30;2864;;1000;;;;;;;;
2019;11;2941;12.5;24;49;12;0;33;1916;63.03430437;30;2941;;1000;;;;;;;;
2019;11;2934;12.5;24;49;12;0;33;4607;63.03430437;30;2934;;1000;;;;;;;;
2019;11;2931;12.5;24;49;12;0;33;2265;63.03430437;30;2931;;1000;;;;;;;;
2019;11;2939;12.5;24;49;12;0;33;3009;63.03430437;30;2939;;1000;;;;;;;;
2019;11;2813;13.88;24;49;9;0;33;1000;63.03430437;30;2863;;1000;;;;;;;;
2019;6;2816;26.66;24;49;9;30;33;5162;63.03430437;30;2862;;1000;;;;;;;;
2019;6;2817;26.66;24;49;9;30;33;5115;63.03430437;30;2865;;1000;;;;;;;;
2019;6;2818;26.66;24;49;9;30;33;7794;63.03430437;30;2919;;1000;;;;;;;;
2019;10;570;8.46;24;49;7;33;34;2727;61.01756433;30;636;;0;;;;;;;;
2019;10;571;8.46;24;49;7;33;34;1114;61.01756433;30;637;;0;;;;;;;;
2019;10;572;8.46;24;49;7;33;34;2167;61.01756433;30;639;;0;;;;;;;;
2019;10;573;8.46;24;49;7;33;34;1341;61.01756433;30;640;;0;;;;;;;;
